id    x    y   z   n_H   flux   x_ion
552 0.258575 0.089927 0.0135525 0.001 0 0
553 0.988346 0.931732 0.325956 0.001 0 0
554 0.763935 0.0214114 0.76674 0.001 0 0
555 0.422565 0.899566 0.908188 0.001 0 0
556 0.366574 0.136154 0.937516 0.001 0 0
557 0.655738 0.222697 0.183857 0.001 0 0
558 0.762536 0.690925 0.0794913 0.001 0 0
559 0.0229045 0.469856 0.996489 0.001 0 0
560 0.955404 0.16325 0.620598 0.001 0 0
561 0.406158 0.784573 0.297164 0.001 0 0
562 0.38236 0.717939 0.690536 0.001 0 0
563 0.895271 0.844046 0.690893 0.001 0 0
564 0.599202 0.640609 0.326628 0.001 0 0
565 0.673517 0.329335 0.0898549 0.001 0 0
566 0.180382 0.805242 0.348717 0.001 0 0
567 0.0274598 0.365186 0.00821782 0.001 0 0
568 0.191648 0.482809 0.710495 0.001 0 0
569 0.180135 0.0381313 0.950988 0.001 0 0
570 0.81642 0.229386 0.742162 0.001 0 0
571 0.836658 0.183169 0.12099 0.001 0 0
572 0.123903 0.566537 0.406478 0.001 0 0
573 0.659238 0.0919416 0.979853 0.001 0 0
574 0.748696 0.333747 0.45659 0.001 0 0
575 0.444125 0.131354 0.434893 0.001 0 0
576 0.52355 0.328943 0.943299 0.001 0 0
577 0.825406 0.0842218 0.856959 0.001 0 0
578 0.385726 0.933506 0.885373 0.001 0 0
579 0.594081 0.974417 0.224889 0.001 0 0
580 0.602737 0.878895 0.829623 0.001 0 0
581 0.241368 0.0330671 0.420432 0.001 0 0
582 0.589154 0.313791 0.991774 0.001 0 0
583 0.788285 0.699157 0.90424 0.001 0 0
584 0.724814 0.645917 0.0856788 0.001 0 0
585 0.37768 0.614057 0.993506 0.001 0 0
586 0.877921 0.937571 0.816484 0.001 0 0
587 0.180042 0.243805 0.961966 0.001 0 0
588 0.885317 0.512182 0.70761 0.001 0 0
589 0.0445878 0.578008 0.013062 0.001 0 0
590 0.200705 0.430738 0.419477 0.001 0 0
591 0.00469639 0.0812762 0.727253 0.001 0 0
592 0.536358 0.755761 0.53119 0.001 0 0
593 0.909592 0.950339 0.51759 0.001 0 0
594 0.536812 0.25446 0.749643 0.001 0 0
595 0.900153 0.728754 0.196115 0.001 0 0
596 0.0320999 0.556495 0.108825 0.001 0 0
597 0.0290448 0.840992 0.411331 0.001 0 0
598 0.413858 0.820039 0.85849 0.001 0 0
599 0.579267 0.262669 0.902014 0.001 0 0
600 0.539669 0.00979706 0.767835 0.001 0 0
601 0.674402 0.605904 0.799502 0.001 0 0
602 0.534316 0.199954 0.170457 0.001 0 0
603 0.707732 0.0282421 0.891441 0.001 0 0
604 0.905993 0.205365 0.269432 0.001 0 0
605 0.550589 0.090406 0.161818 0.001 0 0
606 0.296666 0.128283 0.0889673 0.001 0 0
607 0.534047 0.786143 0.554355 0.001 0 0
608 0.258589 0.834726 0.438529 0.001 0 0
609 0.569118 0.706607 0.567522 0.001 0 0
610 0.0597377 0.755115 0.885905 0.001 0 0
611 0.20655 0.739148 0.138752 0.001 0 0
612 0.316378 0.245628 0.0606335 0.001 0 0
613 0.39408 0.694312 0.179479 0.001 0 0
614 0.852072 0.591023 0.636139 0.001 0 0
615 0.937832 0.364719 0.472607 0.001 0 0
616 0.870029 0.213698 0.493381 0.001 0 0
617 0.897249 0.585799 0.854189 0.001 0 0
618 0.44779 0.724514 0.652686 0.001 0 0
619 0.746715 0.195174 0.282786 0.001 0 0
620 0.354627 0.230396 0.728896 0.001 0 0
621 0.618488 0.931524 0.169543 0.001 0 0
622 0.202736 0.599541 0.515758 0.001 0 0
623 0.690625 0.223751 0.068177 0.001 0 0
624 0.145661 0.662236 0.0687335 0.001 0 0
625 0.408908 0.611192 0.80232 0.001 0 0
626 0.346911 0.80286 0.66291 0.001 0 0
627 0.670829 0.20588 0.594536 0.001 0 0
628 0.398378 0.676041 0.0293078 0.001 0 0
629 0.405775 0.149204 0.710518 0.001 0 0
630 0.0705386 0.499576 0.029212 0.001 0 0
631 0.424641 0.661588 0.502923 0.001 0 0
632 0.0372353 0.273021 0.142655 0.001 0 0
633 0.834342 0.2853 0.810005 0.001 0 0
634 0.504003 0.790599 0.159905 0.001 0 0
635 0.837785 0.317857 0.952819 0.001 0 0
636 0.145949 0.480622 0.242899 0.001 0 0
637 0.104754 0.245296 0.673114 0.001 0 0
638 0.653259 0.862652 0.347474 0.001 0 0
639 0.415287 0.236452 0.164825 0.001 0 0
640 0.645872 0.76999 0.930364 0.001 0 0
641 0.701882 0.680909 0.289252 0.001 0 0
642 0.401353 0.639502 0.328569 0.001 0 0
643 0.480615 0.510232 0.538914 0.001 0 0
644 0.447212 0.529674 0.254451 0.001 0 0
645 0.262421 0.734033 0.0303802 0.001 0 0
646 0.437305 0.963491 0.858765 0.001 0 0
647 0.555449 0.0303823 0.549606 0.001 0 0
648 0.781886 0.492258 0.458459 0.001 0 0
649 0.242113 0.394163 0.752208 0.001 0 0
650 0.314563 0.126213 0.385537 0.001 0 0
651 0.0354672 0.949927 0.32063 0.001 0 0
652 0.676212 0.463534 0.874758 0.001 0 0
653 0.6804 0.783119 0.645903 0.001 0 0
654 0.0880563 0.173061 0.807337 0.001 0 0
655 0.138449 0.871487 0.356928 0.001 0 0
656 0.349109 0.761246 0.343213 0.001 0 0
657 0.807221 0.293623 0.349721 0.001 0 0
658 0.837622 0.45669 0.303624 0.001 0 0
659 0.108408 0.257053 0.374069 0.001 0 0
660 0.490737 0.53783 0.876348 0.001 0 0
661 0.544971 0.724439 0.511464 0.001 0 0
662 0.384472 0.966474 0.688015 0.001 0 0
663 0.0177471 0.408502 0.212055 0.001 0 0
664 0.478565 0.983445 0.398558 0.001 0 0
665 0.78465 0.301529 0.0634898 0.001 0 0
666 0.651684 0.644999 0.576718 0.001 0 0
667 0.137391 0.147392 0.447055 0.001 0 0
668 0.0293711 0.145247 0.824263 0.001 0 0
669 0.133995 0.449293 0.781798 0.001 0 0
670 0.205244 0.517624 0.0316375 0.001 0 0
671 0.282555 0.225493 0.813563 0.001 0 0
672 0.643567 0.536102 0.858518 0.001 0 0
673 0.967416 0.0925597 0.912281 0.001 0 0
674 0.144136 0.748027 0.114094 0.001 0 0
675 0.640143 0.73269 0.0350629 0.001 0 0
676 0.322495 0.285325 0.752097 0.001 0 0
677 0.709601 0.751043 0.645471 0.001 0 0
678 0.390738 0.767595 0.609831 0.001 0 0
679 0.683999 0.145064 0.200969 0.001 0 0
680 0.689433 0.507369 0.563613 0.001 0 0
681 0.585505 0.2045 0.0962009 0.001 0 0
682 0.296055 0.236363 0.888896 0.001 0 0
683 0.665535 0.4241 0.280035 0.001 0 0
684 0.0797589 0.717827 0.697047 0.001 0 0
685 0.647999 0.826152 0.311842 0.001 0 0
686 0.0603232 0.727041 0.43463 0.001 0 0
687 0.476642 0.583533 0.596775 0.001 0 0
688 0.458232 0.817135 0.0538047 0.001 0 0
689 0.56056 0.987701 0.0228994 0.001 0 0
690 0.575871 0.816888 0.407748 0.001 0 0
691 0.493065 0.495895 0.0799075 0.001 0 0
692 0.67211 0.542936 0.624404 0.001 0 0
693 0.498476 0.669358 0.415999 0.001 0 0
694 0.910523 0.736929 0.389211 0.001 0 0
695 0.954495 0.514404 0.71527 0.001 0 0
696 0.251008 0.583197 0.93011 0.001 0 0
697 0.249485 0.633976 0.996117 0.001 0 0
698 0.120859 0.0234505 0.296836 0.001 0 0
699 0.43672 0.374447 0.275863 0.001 0 0
700 0.128192 0.159248 0.339571 0.001 0 0
701 0.245325 0.3744 0.683037 0.001 0 0
702 0.800033 0.791928 0.645818 0.001 0 0
703 0.349551 0.307162 0.803696 0.001 0 0
704 0.177022 0.563777 0.722491 0.001 0 0
705 0.564117 0.398371 0.170649 0.001 0 0
706 0.304354 0.415093 0.486886 0.001 0 0
707 0.456046 0.485252 0.332433 0.001 0 0
708 0.869628 0.463632 0.515822 0.001 0 0
709 0.89471 0.0543942 0.78461 0.001 0 0
710 0.589669 0.287435 0.677078 0.001 0 0
711 0.373645 0.256801 0.873237 0.001 0 0
712 0.448128 0.299342 0.142423 0.001 0 0
713 0.28846 0.925365 0.32803 0.001 0 0
714 0.00615134 0.01662 0.0470867 0.001 0 0
715 0.794045 0.342828 0.316626 0.001 0 0
716 0.84749 0.00527665 0.376181 0.001 0 0
717 0.0845758 0.623487 0.0577451 0.001 0 0
718 0.59538 0.794054 0.488523 0.001 0 0
719 0.575688 0.501369 0.78223 0.001 0 0
720 0.393773 0.321181 0.629938 0.001 0 0
721 0.32311 0.350419 0.23712 0.001 0 0
722 0.023233 0.451001 0.569787 0.001 0 0
723 0.0945566 0.817465 0.751275 0.001 0 0
724 0.477956 0.367185 0.370164 0.001 0 0
725 0.693108 0.0483814 0.542617 0.001 0 0
726 0.0978176 0.411655 0.935253 0.001 0 0
727 0.487765 0.153278 0.0307302 0.001 0 0
728 0.0314466 0.859555 0.0720783 0.001 0 0
729 0.661062 0.537641 0.0205013 0.001 0 0
730 0.35953 0.0838953 0.620673 0.001 0 0
731 0.500057 0.683648 0.814519 0.001 0 0
732 0.359992 0.32529 0.648739 0.001 0 0
733 0.907641 0.192961 0.659259 0.001 0 0
734 0.372968 0.230468 0.254198 0.001 0 0
735 0.604036 0.617404 0.00404026 0.001 0 0
736 0.910104 0.669403 0.947626 0.001 0 0
737 0.114971 0.0912416 0.305713 0.001 0 0
738 0.241488 0.730956 0.837045 0.001 0 0
739 0.670037 0.077048 0.797887 0.001 0 0
740 0.588245 0.168997 0.348257 0.001 0 0
741 0.829859 0.458575 0.713542 0.001 0 0
742 0.380299 0.771814 0.759329 0.001 0 0
743 0.60656 0.533536 0.661331 0.001 0 0
744 0.790139 0.652462 0.848912 0.001 0 0
745 0.554376 0.287164 0.73153 0.001 0 0
746 0.846723 0.137178 0.170626 0.001 0 0
747 0.902565 0.0902949 0.184696 0.001 0 0
748 0.91968 0.34484 0.314746 0.001 0 0
749 0.616678 0.473205 0.71021 0.001 0 0
750 0.661653 0.333523 0.462898 0.001 0 0
751 0.223439 0.603453 0.491103 0.001 0 0
752 0.925217 0.168669 0.928426 0.001 0 0
753 0.976933 0.286365 0.385407 0.001 0 0
754 0.659962 0.938647 0.0156325 0.001 0 0
755 0.198481 0.909188 0.329723 0.001 0 0
756 0.221126 0.31343 0.782522 0.001 0 0
757 0.0497843 0.670823 0.90354 0.001 0 0
758 0.890975 0.649332 0.659149 0.001 0 0
759 0.243406 0.128895 0.892126 0.001 0 0
760 0.520069 0.748077 0.600427 0.001 0 0
761 0.101021 0.744742 0.361436 0.001 0 0
762 0.816809 0.724174 0.650124 0.001 0 0
763 0.364639 0.257605 0.67198 0.001 0 0
764 0.62002 0.740109 0.581534 0.001 0 0
765 0.855175 0.318604 0.602465 0.001 0 0
766 0.304048 0.383 0.237723 0.001 0 0
767 0.347292 0.172198 0.776469 0.001 0 0
768 0.949517 0.95767 0.966736 0.001 0 0
769 0.635562 0.674704 0.0775898 0.001 0 0
770 0.77918 0.879084 0.380958 0.001 0 0
771 0.604147 0.913381 0.734993 0.001 0 0
772 0.899056 0.00455962 0.896123 0.001 0 0
773 0.122611 0.817888 0.998451 0.001 0 0
774 0.126881 0.804982 0.338715 0.001 0 0
775 0.221126 0.519121 0.793566 0.001 0 0
776 0.00788546 0.633568 0.514549 0.001 0 0
777 0.749783 0.846391 0.100197 0.001 0 0
778 0.475264 0.172656 0.0787915 0.001 0 0
779 0.15152 0.559197 0.665349 0.001 0 0
780 0.321346 0.548755 0.565233 0.001 0 0
781 0.275428 0.22507 0.562277 0.001 0 0
782 0.750206 0.578943 0.868744 0.001 0 0
783 0.361904 0.806791 0.437988 0.001 0 0
784 0.586278 0.864096 0.0372013 0.001 0 0
785 0.167147 0.475439 0.579791 0.001 0 0
786 0.59088 0.864062 0.651013 0.001 0 0
787 0.993733 0.209318 0.681242 0.001 0 0
788 0.277586 0.0138874 0.893948 0.001 0 0
789 0.270279 0.655937 0.339326 0.001 0 0
790 0.396089 0.870287 0.828513 0.001 0 0
791 0.363887 0.74291 0.543932 0.001 0 0
792 0.735149 0.968426 0.20437 0.001 0 0
793 0.00377741 0.117188 0.0862406 0.001 0 0
794 0.801207 0.140871 0.912655 0.001 0 0
795 0.971039 0.133163 0.23108 0.001 0 0
796 0.448228 0.309754 0.239212 0.001 0 0
797 0.461783 0.655464 0.825434 0.001 0 0
798 0.251448 0.848413 0.342528 0.001 0 0
799 0.546601 0.0888208 0.128119 0.001 0 0
800 0.337673 0.376264 0.467866 0.001 0 0
801 0.988351 0.708145 0.0454356 0.001 0 0
802 0.526016 0.889393 0.049524 0.001 0 0
803 0.745172 0.571872 0.707834 0.001 0 0
804 0.555776 0.343233 0.104169 0.001 0 0
805 0.206353 0.923846 0.161643 0.001 0 0
806 0.108123 0.674012 0.356795 0.001 0 0
807 0.684029 0.463965 0.729548 0.001 0 0
808 0.450901 0.727554 0.241151 0.001 0 0
809 0.399265 0.927773 0.183951 0.001 0 0
810 0.763487 0.483802 0.654733 0.001 0 0
811 0.877559 0.0805836 0.548023 0.001 0 0
812 0.816518 0.456012 0.588169 0.001 0 0
813 0.141044 0.75863 0.750369 0.001 0 0
814 0.105558 0.779301 0.699359 0.001 0 0
815 0.092188 0.689716 0.778824 0.001 0 0
816 0.00340049 0.484747 0.428082 0.001 0 0
817 0.163667 0.195848 0.873211 0.001 0 0
818 0.0467278 0.785263 0.631365 0.001 0 0
819 0.265587 0.801205 0.97484 0.001 0 0
820 0.436643 0.564927 0.893793 0.001 0 0
821 0.16562 0.486909 0.933232 0.001 0 0
822 0.0331036 0.811271 0.392769 0.001 0 0
823 0.0817128 0.701255 0.852067 0.001 0 0
824 0.236338 0.348046 0.944046 0.001 0 0
825 0.62863 0.376842 0.25056 0.001 0 0
826 0.277554 0.461415 0.752644 0.001 0 0
827 0.869672 0.11851 0.00728303 0.001 0 0
828 0.982246 0.729849 0.41023 0.001 0 0
829 0.619693 0.621237 0.712264 0.001 0 0
830 0.230076 0.374354 0.694506 0.001 0 0
831 0.152129 0.388533 0.482495 0.001 0 0
832 0.978877 0.638843 0.676852 0.001 0 0
833 0.759495 0.0116835 0.262606 0.001 0 0
834 0.71958 0.680691 0.802608 0.001 0 0
835 0.0521365 0.69716 0.37521 0.001 0 0
836 0.234687 0.311309 0.157415 0.001 0 0
837 0.0305611 0.740585 0.00224043 0.001 0 0
838 0.339737 0.516953 0.349069 0.001 0 0
839 0.504677 0.887641 0.230927 0.001 0 0
840 0.172634 0.203881 0.558212 0.001 0 0
841 0.662302 0.858343 0.794904 0.001 0 0
842 0.260662 0.71392 0.342832 0.001 0 0
843 0.0509968 0.359469 0.857287 0.001 0 0
844 0.768747 0.796662 0.382764 0.001 0 0
845 0.0225986 0.464927 0.592344 0.001 0 0
846 0.799379 0.163693 0.787746 0.001 0 0
847 0.805368 0.0640737 0.870919 0.001 0 0
848 0.0849749 0.179593 0.292173 0.001 0 0
849 0.849699 0.0952994 0.861612 0.001 0 0
850 0.506845 0.283241 0.727846 0.001 0 0
851 0.249855 0.683918 0.388106 0.001 0 0
852 0.886956 0.734414 0.818846 0.001 0 0
853 0.663591 0.5893 0.386103 0.001 0 0
854 0.728722 0.992494 0.605795 0.001 0 0
855 0.902759 0.713636 0.26142 0.001 0 0
856 0.719539 0.594419 0.429404 0.001 0 0
857 0.341222 0.163431 0.0443707 0.001 0 0
858 0.542751 0.276907 0.332933 0.001 0 0
859 0.564158 0.884523 0.926184 0.001 0 0
860 0.274478 0.956553 0.650808 0.001 0 0
861 0.525534 0.182873 0.234532 0.001 0 0
862 0.813964 0.947251 0.910355 0.001 0 0
863 0.159093 0.882737 0.828959 0.001 0 0
864 0.363918 0.5744 0.209499 0.001 0 0
865 0.888727 0.427413 0.617728 0.001 0 0
866 0.776262 0.230242 0.951857 0.001 0 0
867 0.248417 0.515663 0.925003 0.001 0 0
868 0.6621 0.817035 0.422301 0.001 0 0
869 0.514523 0.91843 0.323932 0.001 0 0
870 0.574611 0.315321 0.804476 0.001 0 0
871 0.161791 0.0854732 0.153776 0.001 0 0
872 0.840193 0.758164 0.514526 0.001 0 0
873 0.24442 0.138334 0.898375 0.001 0 0
874 0.880245 0.329895 0.342574 0.001 0 0
875 0.626441 0.331097 0.14325 0.001 0 0
876 0.3413 0.00835667 0.80189 0.001 0 0
877 0.713676 0.313678 0.535439 0.001 0 0
878 0.564042 0.606917 0.50842 0.001 0 0
879 0.582406 0.0089306 0.0120697 0.001 0 0
880 0.692931 0.992657 0.457046 0.001 0 0
881 0.391212 0.930468 0.282445 0.001 0 0
882 0.525031 0.635457 0.247921 0.001 0 0
883 0.522922 0.187369 0.368167 0.001 0 0
884 0.37132 0.893417 0.106443 0.001 0 0
885 0.824057 0.242529 0.746194 0.001 0 0
886 0.176814 0.299445 0.157251 0.001 0 0
887 0.627981 0.712359 0.346514 0.001 0 0
888 0.0820692 0.99832 0.49168 0.001 0 0
889 0.408642 0.674164 0.720971 0.001 0 0
890 0.565716 0.664167 0.535617 0.001 0 0
891 0.374575 0.548931 0.466708 0.001 0 0
892 0.623746 0.402888 0.0392417 0.001 0 0
893 0.757785 0.524392 0.668899 0.001 0 0
894 0.760475 0.850214 0.169514 0.001 0 0
895 0.899649 0.464916 0.0203313 0.001 0 0
896 0.819073 0.604527 0.515341 0.001 0 0
897 0.163911 0.558029 0.507174 0.001 0 0
898 0.307337 0.872589 0.658263 0.001 0 0
899 0.51353 0.442716 0.46459 0.001 0 0
900 0.194937 0.764008 0.738126 0.001 0 0
901 0.919441 0.396969 0.388211 0.001 0 0
902 0.684768 0.178372 0.280529 0.001 0 0
903 0.252952 0.0692891 0.5317 0.001 0 0
904 0.0164955 0.366941 0.205277 0.001 0 0
905 0.143608 0.635146 0.455352 0.001 0 0
906 0.745453 0.319017 0.0164595 0.001 0 0
907 0.614752 0.87943 0.737053 0.001 0 0
908 0.255947 0.161793 0.0866249 0.001 0 0
909 0.637675 0.930169 0.626221 0.001 0 0
910 0.117884 0.48434 0.94838 0.001 0 0
911 0.833676 0.434559 0.266774 0.001 0 0
912 0.964805 0.316534 0.314126 0.001 0 0
913 0.047243 0.516125 0.720294 0.001 0 0
914 0.530531 0.0195403 0.251286 0.001 0 0
915 0.345757 0.0972956 0.0578132 0.001 0 0
916 0.465755 0.825307 0.0435589 0.001 0 0
917 0.707238 0.624534 0.0163362 0.001 0 0
918 0.21579 0.229928 0.914431 0.001 0 0
919 0.688734 0.62235 0.28907 0.001 0 0
920 0.510557 0.50054 0.630065 0.001 0 0
921 0.592867 0.917396 0.152091 0.001 0 0
922 0.264732 0.0800281 0.0875459 0.001 0 0
923 0.895364 0.741127 0.956807 0.001 0 0
924 0.346132 0.17211 0.506172 0.001 0 0
925 0.0148568 0.362572 0.0404037 0.001 0 0
926 0.196726 0.975746 0.61238 0.001 0 0
927 0.718736 0.944885 0.486637 0.001 0 0
928 0.943193 0.0224918 0.805677 0.001 0 0
929 0.676096 0.86182 0.419216 0.001 0 0
930 0.427312 0.557285 0.922377 0.001 0 0
931 0.000494869 0.218975 0.675595 0.001 0 0
932 0.576997 0.156154 0.730164 0.001 0 0
933 0.326938 0.827751 0.527999 0.001 0 0
934 0.419742 0.24056 0.125442 0.001 0 0
935 0.680252 0.276542 0.573749 0.001 0 0
936 0.410829 0.758252 0.182527 0.001 0 0
937 0.567113 0.991869 0.0289704 0.001 0 0
938 0.271822 0.176703 0.977631 0.001 0 0
939 0.326165 0.484556 0.857217 0.001 0 0
940 0.355839 0.0699691 0.767245 0.001 0 0
941 0.477259 0.323098 0.861644 0.001 0 0
942 0.520663 0.535678 0.149734 0.001 0 0
943 0.651258 0.193592 0.119875 0.001 0 0
944 0.983647 0.676568 0.745669 0.001 0 0
945 0.702038 0.458067 0.530454 0.001 0 0
946 0.432728 0.53086 0.511799 0.001 0 0
947 0.183032 0.107311 0.321958 0.001 0 0
948 0.260273 0.865287 0.533891 0.001 0 0
949 0.603806 0.633411 0.538265 0.001 0 0
950 0.494353 0.703881 0.398128 0.001 0 0
951 0.207511 0.0247484 0.311951 0.001 0 0
952 0.928314 0.000144908 0.229014 0.001 0 0
953 0.683909 0.808781 0.796899 0.001 0 0
954 0.244878 0.218181 0.804326 0.001 0 0
955 0.763925 0.350316 0.526868 0.001 0 0
956 0.0198939 0.737343 0.164735 0.001 0 0
957 0.00600142 0.410907 0.0183357 0.001 0 0
958 0.380041 0.0172924 0.532215 0.001 0 0
959 0.338702 0.0602583 0.820633 0.001 0 0
960 0.53809 0.0749606 0.323968 0.001 0 0
961 0.12257 0.795436 0.73725 0.001 0 0
962 0.63915 0.0494956 0.604885 0.001 0 0
963 0.9507 0.685434 0.111047 0.001 0 0
964 0.559229 0.4833 0.171616 0.001 0 0
965 0.653135 0.821897 0.176996 0.001 0 0
966 0.0549651 0.109164 0.66541 0.001 0 0
967 0.59745 0.0387583 0.850355 0.001 0 0
968 0.754512 0.123857 0.0985499 0.001 0 0
969 0.0436788 0.688423 0.558527 0.001 0 0
970 0.544608 0.505865 0.966544 0.001 0 0
971 0.988854 0.448168 0.348228 0.001 0 0
972 0.0248712 0.845563 0.479444 0.001 0 0
973 0.0753157 0.614845 0.815392 0.001 0 0
974 0.693073 0.815789 0.856972 0.001 0 0
975 0.926188 0.915196 0.93019 0.001 0 0
976 0.974133 0.949912 0.880506 0.001 0 0
977 0.113953 0.205414 0.240874 0.001 0 0
978 0.589508 0.997063 0.100786 0.001 0 0
979 0.667965 0.746295 0.395701 0.001 0 0
980 0.707063 0.219128 0.73275 0.001 0 0
981 0.0242079 0.972183 0.341427 0.001 0 0
982 0.277101 0.202252 0.125224 0.001 0 0
983 0.97621 0.380148 0.397019 0.001 0 0
984 0.130971 0.197717 0.561634 0.001 0 0
985 0.428082 0.271088 0.796949 0.001 0 0
986 0.464667 0.562555 0.78954 0.001 0 0
987 0.323929 0.807775 0.652279 0.001 0 0
988 0.371655 0.721143 0.795269 0.001 0 0
989 0.651234 0.0213351 0.301741 0.001 0 0
990 0.518433 0.985072 0.927985 0.001 0 0
991 0.912055 0.370225 0.893443 0.001 0 0
992 0.682232 0.324451 0.887103 0.001 0 0
993 0.641644 0.788216 0.386371 0.001 0 0
994 0.861147 0.306832 0.206968 0.001 0 0
995 0.0418153 0.348495 0.474873 0.001 0 0
996 0.983965 0.0596294 0.231379 0.001 0 0
997 0.925504 0.11735 0.803712 0.001 0 0
998 0.0134039 0.507211 0.512695 0.001 0 0
999 0.276422 0.377668 0.70388 0.001 0 0
